Municipality,area,Price,sqft,Year,Elevator,Condition,Energial.,number_of_room,hassauna,floor,total_floor
Kivistö,24.5,139406,5690,2019,1,1,C,1,0,2,4
Martinlaakso,29.5,174848,5927,2019,1,1,C2013,1,1,7,8
Martinlaakso,30.0,179985,6000,2019,1,1,,1,0,7,7
Martinlaakso,26.5,164143,6194,2019,1,1,,1,0,6,8
Myyrmäki,27.0,114000,4222,1973,1,1,F2013,1,1,3,5
Jokiniemi,28.5,148815,5222,2020,1,1,C2013,1,0,1,5
Hakunila,32.5,95000,2923,1974,1,2,C2007,1,0,5,5
Koivukylä,31.0,81060,2615,1974,1,2,F2013,1,0,4,6
Koivuhaka,31.0,138612,4471,2019,1,1,C2018,1,0,3,4
Asola,35.0,116000,3314,1988,1,2,D2013,1,1,3,6
Martinlaakso,26.5,164589,6211,2019,0,1,,1,0,6,8
Kivistö,20.5,138900,6776,2019,1,1,C2013,1,1,3,8
Jokiniemi,29.0,139796,4821,2020,1,1,C2013,1,0,1,5
Koivuhaka,31.0,135511,4371,2019,0,1,C2018,1,0,2,4
Martinlaakso,29.5,155000,5254,2019,1,1,C2013,1,0,1,7
Martinlaakso,26.5,169941,6413,2019,1,1,C2013,1,1,7,8
Jokiniemi,29.0,151053,5209,2019,1,1,C2013,1,0,4,6
Martinlaakso,30.0,89100,2970,1973,1,2,F2013,1,0,5,6
Asola,29.5,135000,4576,2018,0,1,,1,0,2,2
Tikkurila,30.0,112100,3737,1973,1,2,E2007,1,0,1,6
Tikkurila,31.0,146000,4710,1962,1,1,D2007,1,0,2,4
Louhela,33.0,130000,3939,1986,1,2,F2013,1,1,3,8
Kivistö,27.0,148500,5500,2018,1,1,C2013,1,0,1,5
Simonmetsä,33.0,108000,3273,1968,0,2,D2007,1,0,3,3
Myyrmäki,38.0,176000,4632,2013,1,1,A2007,1,0,7,8
Kivistö,28.5,153000,5368,2016,1,1,C2013,1,0,2,6
Myyrmäki,30.0,108000,3600,1973,0,2,,1,1,2,5
Tikkurila,25.5,130000,5098,1964,0,1,F2013,1,0,1,2
Aviapolis,33.5,161000,4806,2018,1,1,C2013,1,0,1,5
Simonsilta,37.0,156000,4216,2017,1,1,C2013,1,0,5,7
Martinlaakso,26.5,157000,5925,2019,1,1,C2013,1,1,1,8
Korso,32.0,177000,5531,2018,1,1,C2018,1,0,15,18
Vantaanpuisto,37.7,90000,2387,1965,1,3,D2007,1,0,1,8
Hakunila,36.0,94000,2611,1982,0,2,D2007,1,0,2,4
Viertola,32.0,133000,4156,1985,0,2,E2007,1,1,2,2
Asola,26.0,133200,5123,2018,1,1,C2013,1,0,1,6
Kivistö,27.0,152000,5630,2018,1,1,C2013,1,0,2,6
Korso,33.5,79600,2376,1975,0,1,F2013,1,0,3,3
Kivistö,28.5,149000,5228,2017,1,1,C,1,1,2,7
Mikkola,28.5,64000,2246,1973,0,2,E2007,1,0,3,3
Kaivoksela,31.5,141000,4476,2018,1,1,,1,1,7,7
Pähkinärinne,29.0,100000,3448,1977,1,2,F2013,1,0,6,6
Martinlaakso,34.0,115000,3382,1969,1,1,,1,0,6,6
Tikkurila,29.5,122000,4136,1970,1,2,E2013,1,0,6,6
Hakunila,33.0,87000,2636,1973,0,1,D2007,1,0,1,3
Kivistö,25.0,140950,5638,2019,1,1,C2018,1,0,1,3
Tikkurila,33.0,135000,4091,1982,1,2,D2007,1,0,3,3
Kivistö,40.0,196500,4913,2018,1,1,C2013,1,0,1,5
Korso,30.0,110000,3667,1986,0,1,,1,1,2,4
Hiekkaharju,33.0,110000,3333,1960,0,2,E2007,1,0,2,3
Tikkurila,27.5,199150,7242,2018,1,1,C2013,1,1,7,16
Kivistö,31.5,161500,5127,2018,1,1,C2013,1,0,2,5
Kivistö,23.0,131301,5709,2019,1,1,C2018,1,0,4,6
Tikkurila,34.0,125000,3676,1977,1,1,E,1,0,3,3
Asola,24.0,132459,5519,2019,1,1,C2013,1,0,3,5
Havukoski,33.5,82774,2471,1976,0,2,F2013,1,0,3,3
Hiekkaharju,21.5,136009,6326,2019,1,1,C2018,1,0,6,6
Jokiniemi,40.0,188953,4724,2020,1,1,B2013,2,0,4,5
Koivukylä,47.0,83000,1766,1974,1,3,F2013,2,0,3,6
Pähkinärinne,47.0,134000,2851,1985,1,2,F2013,2,1,3,3
Tikkurila,50.0,228000,4560,2003,1,1,D2013,2,1,6,6
Martinlaakso,55.5,121000,2180,1971,1,1,F2013,2,0,4,5
Havukoski,56.5,125000,2212,1978,0,1,F2013,2,0,3,3
Hiekkaharju,52.0,127000,2442,1966,0,1,E2013,2,0,3,3
Myyrmäki,61.0,155000,2541,1990,1,2,D2007,2,1,2,5
Kaivoksela,58.0,143000,2466,1965,0,1,F2013,2,0,1,3
Hiekkaharju,58.0,195000,3362,1987,0,1,D2007,2,1,3,4
Tikkurila,30.0,185000,6167,2017,1,1,C2013,2,0,5,5
Rajatorppa,59.0,113000,1915,1972,0,1,F2007,2,0,2,4
Tikkurila,61.0,178000,2918,1982,0,2,E2013,2,1,1,3
Kaivoksela,55.0,157000,2855,1964,0,1,F2018,2,0,1,3
Pähkinärinne,46.5,128500,2763,1975,1,1,F2013,2,0,5,5
Vaarala,49.0,184000,3755,1988,0,1,B2007,2,1,1,1
Tikkurila,52.0,174000,3346,1981,1,1,,2,1,1,3
Louhela,55.5,149000,2685,1966,0,2,G2013,2,0,3,3
Myyrmäki,57.0,102000,1789,1970,1,2,F2013,2,0,6,7
Havukoski,61.0,102000,1672,1975,1,1,,2,0,6,7
Martinlaakso,61.0,120000,1967,1973,1,2,F2013,2,1,6,6
Mikkola,63.0,103000,1635,1979,1,1,E2013,2,0,1,6
Kaivoksela,53.5,126000,2355,1962,1,2,F2013,2,0,3,6
Kartanonkoski,54.5,230000,4220,2005,0,1,D,2,1,1,1
Martinlaakso,57.5,137000,2383,1981,1,2,F2013,2,1,1,3
Malminiitty,58.0,132000,2276,1969,1,1,E2007,2,1,6,6
Länsimäki,59.0,149800,2539,1979,0,1,,2,0,3,3
Pähkinärinne,55.0,104500,1900,1974,1,2,D2007,2,0,1,5
Myyrmäki,54.0,122000,2259,1970,1,1,F2013,2,1,4,5
Kivistö,35.5,189617,5341,2019,1,1,C2013,2,0,4,4
Hiekkaharju,39.0,170000,4359,2013,1,1,D2013,2,1,3,4
Tikkurila,42.5,155000,3647,1994,0,1,E2007,2,1,2,3
Myyrmäki,45.5,200000,4396,2017,1,1,C2018,2,0,5,6
Myyrmäki,57.0,116000,2035,1970,1,2,F2013,2,0,3,6
Kivistö,41.0,198698,4846,2019,0,1,C2018,2,1,2,4
Pakkala,58.5,239500,4094,2004,1,1,,2,1,4,4
Rajatorppa,50.0,94000,1880,1974,1,1,F2013,2,0,5,8
Myyrmäki,53.5,212000,3963,2008,1,1,E2013,2,1,3,5
Simonkylä,44.5,125000,2809,1988,0,2,F2013,2,0,2,3
Pakkala,50.0,202000,4040,2009,1,1,,2,1,3,4
Kaivoksela,39.0,120000,3077,1965,0,2,F2013,2,0,2,3
Kartanonkoski,43.0,182000,4233,2003,1,1,D2007,2,1,1,4
Myyrmäki,37.0,180360,4875,2020,1,1,B2018,2,0,1,7
Kaivoksela,37.5,122000,3253,1964,0,2,F2013,2,0,2,3
Vantaanpuisto,53.0,132376,2498,1966,1,2,D2013,2,0,2,8
Rajakylä,53.0,210000,3962,2016,1,1,C2013,2,1,2,5
Mikkola,54.5,129000,2367,1968,1,1,E2013,2,1,5,5
Jokiniemi,50.0,195057,3901,2020,1,1,C2013,2,0,3,5
Kartanonkoski,40.5,183000,4519,2005,1,1,F2014,2,1,2,5
Havukoski,59.5,80000,1345,1977,0,2,,2,0,2,4
Tikkurila,82.0,390000,4756,2005,1,1,B2007,2,0,6,17
Havukoski,45.5,86000,1890,1978,1,2,F2013,2,0,2,6
Pakkala,46.5,219000,4710,2012,1,1,C2013,2,1,3,4
Simonkylä,55.0,135508,2464,1968,1,2,F2007,2,0,3,6
Tikkurila,68.5,288000,4204,2005,1,1,B2013,2,1,9,16
Leinelä,45.5,202000,4440,2012,1,1,B2007,2,1,3,4
Hiekkaharju,53.5,172000,3215,1984,0,1,D2013,2,1,2,4
Havukoski,59.0,113000,1915,1974,1,2,,2,0,5,6
Länsimäki,59.0,145000,2458,1978,0,1,D2007,2,0,1,3
Mikkola,41.0,129000,3146,2005,1,1,,2,1,2,3
Martinlaakso,55.5,121800,2195,1972,0,1,,2,0,3,3
Vaarala,40.5,114000,2815,1972,1,1,E2013,2,0,3,6
Kivistö,36.0,179949,4999,2020,1,1,C2018,2,0,2,4
Kaivoksela,40.0,125000,3125,1965,0,2,F2013,2,0,2,3
Hiekkaharju,42.5,169000,3976,2011,1,1,B,2,0,1,4
Hakunila,49.0,98040,2001,1985,1,2,,2,0,6,8
Pähkinärinne,51.0,118000,2314,1974,0,2,E2013,2,0,3,3
Myyrmäki,55.0,120600,2193,1973,1,1,F2013,2,0,5,5
Länsimäki,59.0,114000,1932,1971,1,1,D2007,2,0,4,5
Kaivoksela,58.0,146000,2517,1963,0,2,E2013,2,0,2,3
Martinlaakso,55.0,120000,2182,1972,1,1,F2013,2,0,7,7
Martinlaakso,40.0,182000,4550,2019,1,1,C2018,2,1,2,8
Havukoski,59.5,99000,1664,1977,1,2,F2013,2,1,1,6
Myyrmäki,47.0,106000,2255,1970,1,1,F2013,2,0,2,6
Myyrmäki,49.0,192000,3918,2005,1,1,C2013,2,1,2,4
Martinlaakso,56.0,124000,2214,1974,1,2,,2,0,2,5
Tikkurila,58.0,165601,2855,1984,0,1,D2007,2,0,1,3
Tikkurila,69.0,300000,4348,2002,1,1,D2007,2,1,9,12
Myyrmäki,56.0,120800,2157,1970,1,2,D2007,2,0,3,5
Hakunila,57.5,98000,1704,1974,1,2,E2007,2,1,10,10
Simonkylä,59.5,140000,2353,1968,0,1,E2013,2,1,3,3
Havukoski,59.5,114000,1916,1978,0,1,F2013,2,1,4,4
Mikkola,65.0,77500,1192,1974,0,2,E2013,2,1,1,3
Korso,50.0,122000,2440,1989,0,2,D2007,2,1,1,3
Rajatorppa,59.0,123000,2085,1970,1,1,G2013,2,0,7,7
Korso,44.0,131000,2977,1990,0,2,,2,1,2,3
Koivukylä,61.0,93000,1525,1976,0,2,,2,1,9,12
Kivistö,41.0,187772,4580,2019,0,1,C2018,2,1,2,4
Tikkurila,64.0,191000,2984,1984,0,1,D2013,2,1,2,4
Pakkala,39.0,183500,4705,2010,1,1,C2013,1,1,2,5
Koivukylä,49.0,207000,4224,2015,1,1,,2,1,6,8
Tammisto,51.0,215000,4216,2004,1,1,E2013,2,1,2,4
Tammisto,45.5,226000,4967,2006,0,1,,2,1,3,4
Tikkurila,47.5,195000,4105,2000,1,1,E2013,2,1,1,5
Myyrmäki,60.0,135000,2250,1975,1,1,G2014,2,1,2,5
Tikkurila,49.0,155000,3163,1979,0,2,E2013,2,0,3,4
Aviapolis,42.0,201000,4786,2019,1,1,C2017,2,0,4,8
Simonkylä,55.0,160000,2909,1969,1,1,D2007,2,0,6,6
Myyrmäki,56.0,129000,2304,1972,1,1,F2012,2,1,7,7
Pähkinärinne,59.0,117000,1983,1975,0,2,F2013,2,0,3,3
Myyrmäki,56.0,120000,2143,1969,1,1,E2007,2,1,3,5
Martinlaakso,61.0,143353,2350,1975,0,1,,2,0,4,5
Kivistö,41.0,228644,5577,2019,0,1,C2018,2,1,2,4
Korso,46.0,188000,4087,2007,0,1,,2,1,5,5
Hakunila,62.0,100000,1613,1982,0,2,,2,0,4,6
Rekola,34.0,163000,4794,2019,0,1,,2,1,2,6
Hiekkaharju,49.5,165000,3333,2012,1,1,D2013,2,0,1,4
Martinlaakso,55.5,232000,4180,2011,0,1,,2,0,3,8
"Ristipuro, tikkurila",55.0,120000,2182,1969,0,1,,2,0,1,3
Myyrmäki,60.0,130000,2167,1975,1,1,G2013,2,1,1,5
Korso,47.0,125000,2660,1970,0,1,,2,0,1,3
Martinlaakso,46.0,187000,4065,2018,1,1,C,2,0,6,6
Hakunila,49.0,118000,2408,1985,1,1,C2007,2,0,7,8
Hakunila,58.5,115000,1966,1974,0,1,,2,1,4,10
Rajatorppa,59.0,95000,1610,1974,1,2,E2013,2,1,8,8
Tikkurila,40.0,213000,5325,2015,0,1,,2,1,3,5
Hiekkaharju,50.0,119000,2380,1965,0,2,E2007,2,1,2,3
Maarukka,53.0,160000,3019,2003,0,1,,2,1,2,4
Tikkurila,53.0,169000,3189,1984,0,2,F2013,2,1,1,3
Tikkurila viertola,54.5,154000,2826,1976,0,1,,2,0,3,3
Myyrmäki,49.0,228000,4653,2007,1,1,E2013,2,1,3,9
Hakunila,51.0,67000,1314,1973,0,3,D2007,2,0,1,3
Rajatorppa,59.0,99000,1678,1972,0,2,E,2,1,2,3
Asola/koivukylä,43.0,134000,3116,1989,0,2,,2,1,2,3
Tikkurila,60.5,179000,2959,1983,0,2,E2013,2,0,2,4
Kivistö,41.0,207500,5061,2016,1,1,C2013,2,1,5,6
Louhela,43.0,214000,4977,2012,0,1,,2,0,5,5
Kaivoksela,47.0,145000,3085,1964,0,1,,2,0,1,3
Hämeenkylä,55.5,223000,4018,2015,0,1,C2013,2,1,2,2
Jokiniemi,47.5,239500,5042,2015,1,1,C2013,2,0,3,5
Myyrmäki,55.0,125000,2273,1977,1,2,F2013,2,0,4,5
Korso,52.0,139500,2683,1985,0,1,D2013,2,1,1,2
Tammisto,49.0,220000,4490,2006,1,1,C2007,2,1,2,4
Vantaanlaakso,56.5,139000,2460,1982,0,2,D2007,2,1,3,3
Simonkylä,59.5,144500,2429,1968,0,1,,2,0,3,3
Pähkinärinne,54.0,115000,2130,1975,1,2,F2013,2,0,5,5
Koivukylä,59.5,72000,1210,1977,1,1,F2013,2,0,4,6
Metsola/korso,40.0,133500,3338,1994,0,1,,1,1,2,3
Hakunila,58.0,135000,2328,1990,0,1,D2007,2,0,2,3
Rajatorppa,50.0,93000,1860,1972,0,1,E,2,0,2,4
Myyrmäki,53.0,115000,2170,1975,0,2,F,2,0,2,2
Martinlaakso,55.5,130000,2342,1972,0,1,,2,1,2,3
Martinlaakso,57.5,118000,2052,1975,1,1,F2013,2,0,2,4
Simonkylä,59.0,130000,2203,1968,0,2,,2,1,1,3
Vaarala,45.5,107000,2352,1972,0,2,,2,0,3,6
Hakunila,59.5,127000,2134,1986,1,1,D2007,2,0,1,8
Kivistö,39.0,198698,5095,2020,1,1,C2018,2,0,3,4
Hiekkaharju,46.5,187000,4022,1991,0,1,,2,1,2,2
Länsimäki,47.0,135000,2872,1998,0,2,,2,1,5,6
Hakunila,56.0,87000,1554,1976,0,3,,2,0,5,7
Havukoski,47.5,76000,1600,1973,1,2,E2007,2,0,4,5
Louhela,55.5,150000,2703,1967,1,2,G2013,2,0,6,7
Koivuhaka,66.0,210675,3192,2019,1,1,C2018,2,0,1,4
Havukoski,59.5,105000,1765,1976,1,1,D2007,2,0,1,6
Länsimäki,58.5,112500,1923,1977,1,2,D2007,2,0,3,3
Rajatorppa,59.0,108000,1831,1974,1,2,E2007,2,0,1,5
Tikkurila,42.0,157000,3738,1983,0,1,E2013,2,1,2,3
Hiekkaharju,50.0,143000,2860,1961,0,2,E2007,2,0,3,4
Havukoski,61.0,90000,1475,1974,1,2,F2013,2,0,1,3
Louhela,44.0,122000,2773,1966,0,2,G2013,2,0,2,3
Pähkinärinne,57.0,130000,2281,1980,1,2,C2007,2,1,5,8
Myyrmäki,59.0,103000,1746,1972,1,2,D2007,2,0,2,5
Koivukylä,59.0,89500,1517,1975,1,2,F2007,2,0,1,6
Tikkurila,54.5,194000,3560,1985,0,1,,2,0,1,2
Nissas,61.0,148000,2426,1988,0,1,,2,1,2,2
Hiekkaharju,45.5,169000,3714,2013,0,1,,2,1,2,4
Hakunila,59.0,90000,1525,1979,1,3,E2007,2,0,1,6
Aviapolis,45.5,212000,4659,2019,1,1,C2017,2,1,4,5
Myyrmäki,48.0,109500,2281,1973,0,2,E2007,2,0,3,5
Pähkinärinne,52.0,184000,3538,2017,1,1,C2013,2,1,5,5
Rekola,55.0,207500,3773,2018,0,1,,2,1,3,8
Martinlaakso,57.5,137000,2383,1984,0,2,,2,1,2,3
Korso,53.0,135000,2547,1989,0,1,,2,1,3,3
Tammisto,56.5,248000,4389,2007,0,1,,2,1,4,4
Jokiniemi,44.5,159000,3573,1994,1,2,D2007,2,1,5,5
Louhela,53.0,245000,4623,2012,0,1,,2,0,5,5
Länsimäki,59.5,102000,1714,1976,1,3,,2,0,2,9
Pakkala,46.5,206500,4441,2012,0,1,,2,1,2,4
Havukoski,58.5,105000,1795,1974,0,2,,2,0,4,5
Kaivoksela,33.0,105500,3197,1963,0,2,E2013,2,0,1,3
Myyrmäki,60.0,140000,2333,1978,1,1,F2013,2,1,2,5
Länsimäki,59.5,150000,2521,1976,1,1,,2,1,4,6
Kivistö,35.0,170000,4857,2016,0,1,,2,0,1,6
Koivukylä,59.5,94000,1580,1978,0,2,,2,0,1,3
Pähkinärinne,46.5,130000,2796,1975,0,1,,2,1,2,5
Myyrmäki,32.5,177618,5465,2020,1,1,,2,0,4,7
Hakunila,48.0,92000,1917,1971,1,2,F2007,2,0,1,7
Kaivoksela,50.0,170000,3400,2000,1,2,,2,1,4,5
Pähkinärinne,48.5,185000,3814,2005,1,1,D2013,2,1,1,7
Myyrmäki,52.0,125000,2404,1976,1,2,F2013,2,0,7,11
Kaivoksela,53.5,135000,2523,1963,1,1,F,2,0,3,6
Nissas,57.0,157000,2754,1990,0,1,E2007,2,1,2,2
Tikkurila,60.0,135000,2250,1977,1,2,E2013,2,0,1,3
Havukoski,61.5,71000,1154,1973,1,2,F2013,2,0,5,6
Kartanonkoski,50.5,225000,4455,2010,1,1,D,2,1,2,4
Havukoski,51.5,119000,2311,1977,0,1,,2,0,2,7
Tikkurila,65.0,325000,5000,2005,1,1,B2007,2,1,16,16
Louhela,55.0,146000,2655,1968,1,1,G2013,2,0,3,6
Myyrmäki,60.0,117000,1950,1975,1,2,G2014,2,1,2,6
Kivistö,41.0,167500,4085,2015,1,1,C2013,2,0,1,6
Länsimäki,59.0,102000,1729,1979,0,3,D2007,2,0,3,4
Myyrmäki,37.0,183645,4963,2020,1,1,,2,0,2,7
Tikkurila,51.0,159000,3118,1964,0,2,F2013,2,0,1,3
Myyrmäki,52.0,115000,2212,1973,1,2,F2012,2,0,2,5
Asola,57.0,118600,2081,1988,1,3,D2013,2,0,2,6
Tikkurila,53.0,168500,3179,1987,0,2,D2013,2,1,2,3
Myyrmäki,56.0,107000,1911,1974,1,2,E2007,2,1,4,5
Länsimäki,48.0,99700,2077,1978,0,3,C2007,2,0,3,3
Koivuhaka,43.0,185042,4303,2019,1,1,C2018,2,0,3,4
Martinlaakso,56.5,130000,2301,1971,1,1,E2007,2,0,1,6
Myyrmäki,30.5,155000,5082,2017,1,1,C,2,0,1,6
Martinlaakso,44.0,190000,4318,2018,1,1,C,2,0,6,6
Martinlaakso,56.5,124900,2211,1970,1,2,F2013,2,0,6,6
Vantaanpuisto,61.5,129000,2098,1968,0,1,F2013,2,0,3,3
Myyrmäki,37.0,179225,4844,2020,1,1,B2018,2,0,1,7
Myyrmäki,56.0,112000,2000,1972,0,2,G2013,2,0,3,5
Martinlaakso,32.5,178000,5477,2019,1,1,C2013,2,0,2,7
Koivukylä,60.5,128000,2116,1983,0,2,F2013,2,0,2,4
Havukoski,61.5,90000,1463,1973,0,1,F2013,2,0,2,6
Koivuhaka,43.0,172042,4001,2019,1,1,C2018,2,0,1,4
Vaarala,54.0,218000,4037,2011,0,1,,2,0,1,1
Martinlaakso,57.5,128000,2226,1975,1,1,F,2,0,1,4
Korso,56.0,153000,2732,1988,1,2,F2013,2,1,3,4
Myyrmäki,60.0,115000,1917,1978,1,2,E2013,2,1,5,5
Kaivoksela,39.5,129000,3266,1964,0,2,,2,0,2,3
Koivuhaka,45.0,178346,3963,2019,1,1,C2018,2,0,3,4
Kivimäki,58.0,92000,1586,1975,1,3,F2013,2,0,2,7
Havukoski,60.0,109000,1817,1977,0,1,E2007,2,0,2,3
Louhela,55.0,147500,2682,1968,1,1,G2013,2,0,3,7
Koivukylä,58.0,132000,2276,1991,0,2,E2013,2,0,4,4
Havukoski,58.5,94500,1615,1973,1,2,E2007,2,1,5,5
Jokiniemi,44.5,212000,4764,2015,1,1,C2013,2,1,4,5
Satomäki,54.5,106500,1954,1960,1,2,E2007,2,0,1,6
Martinlaakso,50.5,121500,2406,1974,1,1,F2013,2,0,5,6
Tikkurila,55.0,110000,2000,1970,1,2,G2013,2,0,5,6
Jokiniemi,35.0,164996,4714,2020,1,1,C2013,2,0,3,5
Länsimäki,59.5,122000,2050,1976,1,2,,2,1,9,9
Tikkurila,59.0,182000,3085,1994,1,2,D2007,2,1,4,5
Havukoski,61.0,79000,1295,1974,1,2,F2013,2,0,2,7
Hiekkaharju,47.0,140000,2979,1960,0,1,E2007,2,0,1,3
Martinlaakso,55.0,120000,2182,1972,1,2,F2013,2,1,5,6
Jokiniemi,31.5,159691,5070,2020,1,1,C2013,2,0,4,5
Kivistö,35.0,178000,5086,2016,1,1,C2013,2,0,4,6
Pakkala,53.0,204500,3858,2008,1,1,D2013,2,1,4,4
Tikkurila,53.5,167000,3121,1984,1,2,D2007,2,0,3,3
Jokiniemi,35.0,169771,4851,2020,1,1,C2013,2,0,4,5
Kivistö,38.0,168000,4421,2018,1,1,C2013,2,0,2,6
Pakkala,47.0,206000,4383,2012,1,1,C2013,2,1,1,4
Hakunila,49.0,114500,2337,1986,1,2,D2007,2,0,3,8
Tikkurila,56.0,202805,3622,1981,0,1,,2,0,6,6
Myyrmäki,56.5,105000,1858,1973,1,2,F2012,2,0,2,5
Koivukylä,60.0,92000,1533,1973,1,2,D2007,2,0,10,12
Kivistö,40.0,198400,4960,2018,1,1,C2013,2,0,2,5
Tikkurila,47.0,111000,2362,1971,0,2,D2007,2,0,1,3
Hakunila,58.5,100000,1709,1976,1,2,C2007,2,0,6,8
Kivistö,46.5,247000,5312,2019,0,1,,2,0,8,8
Louhela,53.0,215000,4057,2012,1,1,B2007,2,0,2,5
Myyrmäki,56.0,225000,4018,2014,1,1,D2013,2,0,4,5
Myyrmäki,57.0,124000,2175,1970,1,2,G2013,2,0,6,6
Jokiniemi,59.0,225000,3814,2008,1,1,C2013,2,1,1,4
Rajakylä,51.0,103000,2020,1971,1,2,C2007,2,0,2,9
Martinlaakso,55.0,132000,2400,1969,1,1,,2,0,6,6
Nissas,61.5,157000,2553,1988,0,1,,2,1,2,2
Vaarala,41.0,113000,2756,1972,1,2,E2013,2,0,2,6
Länsimäki,59.0,116000,1966,1971,1,1,D2007,2,0,4,5
Länsimäki,59.5,117000,1966,1975,1,2,D2007,2,1,4,7
Pähkinärinne,43.5,135000,3103,1994,0,2,F,2,0,2,2
Mikkola,50.0,84000,1680,1971,0,1,E2007,2,0,1,3
Jokiniemi,49.5,184096,3719,2020,1,1,C2013,2,0,1,5
Kivistö,36.0,183896,5108,2019,1,1,C2018,2,0,3,3
Myyrmäki,60.0,153000,2550,1981,1,2,F2013,2,1,4,6
Tikkurila,57.5,150000,2609,1973,1,2,E2007,2,0,3,6
Nissas,61.0,148000,2426,1988,0,1,,2,1,2,2
Tikkurila,40.0,198000,4950,2002,0,1,D2007,2,1,1,12
Tikkurila,58.5,285000,4872,2015,1,1,B2018,2,1,6,6
Simonkallio,54.5,118000,2165,1971,0,1,F2014,2,0,2,3
Simonkylä,46.0,195500,4250,2014,1,1,B2013,2,0,3,3
Jokiniemi,49.5,188870,3816,2020,1,1,C2013,2,0,2,5
Tammisto,51.0,217000,4255,2004,1,1,E,2,1,3,4
Hakunila,56.5,105000,1858,1976,1,2,D2007,2,1,3,6
Mikkola,63.0,89000,1413,1979,1,2,F2013,2,0,1,6
Länsimäki,45.0,95000,2111,1971,0,2,,2,0,3,5
Martinlaakso,56.0,233000,4161,2011,1,1,,2,0,5,6
Martinlaakso,57.5,112000,1948,1972,1,1,F2013,2,0,5,5
Kivistö,46.0,194000,4217,2019,1,1,B,2,0,2,5
Tikkurila,47.0,183000,3894,1957,0,1,,2,0,4,4
Rajatorppa,59.0,111000,1881,1970,0,1,,2,0,5,5
Metsola,59.0,128000,2169,1991,0,1,D2007,2,1,2,3
Pähkinärinne,48.0,175000,3646,2003,1,1,C,2,1,2,7
Kivistö,51.5,228000,4427,2017,1,1,C2013,2,0,5,7
Martinlaakso,53.0,99000,1868,1971,1,2,G2013,2,0,1,5
Tikkurila,55.5,162000,2919,1985,1,2,F2013,2,1,2,4
Simonmetsä,59.5,149000,2504,1967,0,1,,2,0,2,3
Kivistö,39.0,185940,4768,2019,1,1,C2018,2,0,2,3
Satomäki,63.5,140000,2205,1987,0,1,,2,0,1,3
Kivistö,45.5,204750,4500,2015,1,1,C2013,1,0,2,4
Martinlaakso,47.5,204000,4295,2007,1,1,B2007,2,1,6,8
Myyrmäki,57.0,125000,2193,1975,1,1,F,2,0,1,11
Hiekkaharju,45.5,167000,3670,2013,1,1,D2013,2,1,3,4
Asola,45.5,179000,3934,2018,1,1,C,2,0,7,9
Hiekkaharju,49.5,155000,3131,1984,1,2,C2013,2,1,6,7
Tammisto,49.0,220000,4490,2005,1,1,E2007,2,1,1,4
Kaivoksela,50.0,189300,3786,2000,1,1,,2,0,5,5
Martinlaakso,61.0,135000,2213,1974,1,1,E2007,2,0,5,6
Korso,48.0,145000,3021,2004,1,1,F,2,1,6,8
Länsimäki,63.5,140000,2205,1981,0,1,D2007,2,0,2,4
Kaivoksela,58.0,135000,2328,1963,0,1,E2013,2,1,3,3
Malminiitty,49.0,182000,3714,2016,1,1,C,2,0,2,4
Havukoski,58.5,100000,1709,1975,1,2,D2007,2,1,3,6
Havukoski,50.0,87000,1740,1977,0,2,E2013,2,0,2,4
Kartanonkoski,56.0,209191,3736,2013,0,1,,2,1,1,4
Havukoski,47.0,85000,1809,1973,1,1,D2007,2,0,2,6
Myyrmäki,56.0,224000,4000,2014,1,1,D2013,2,0,5,5
Tikkurila,48.5,124000,2557,1969,1,2,F2013,2,0,5,6
Havukoski,60.0,95000,1583,1973,1,1,D2007,2,0,6,6
Tikkurila,86.5,430000,4971,2015,1,1,C,2,1,8,8
Pähkinärinne,40.0,151000,3775,1987,0,1,D2013,2,1,2,2
Rajakylä,41.5,207500,5000,2018,0,1,,2,0,2,2
Asola,45.5,180000,3956,2018,1,1,C,2,0,6,9
Pakkala,52.0,189500,3644,2007,1,2,F2013,2,1,4,4
Myyrmäki,57.0,116000,2035,1970,0,1,E,2,0,3,3
Myyrmäki,47.5,110000,2316,1969,1,2,F,2,0,4,5
Tikkurila,50.0,159000,3180,1956,0,1,D2013,2,0,1,3
Pakkala,53.0,187000,3528,2008,1,1,D2013,2,1,1,4
Havukoski,61.5,82000,1333,1972,1,2,D2007,2,0,4,6
Vaarala,40.5,113000,2790,1972,1,1,E2007,2,0,6,6
Länsimäki,48.5,114000,2351,1974,0,2,D2007,2,0,2,4
Vantaanpuisto,61.5,128000,2081,1968,0,1,F2013,2,0,3,3
Koivukylä,57.0,127500,2237,1989,1,1,C,2,0,4,6
Kivimäki,58.0,122000,2103,1984,0,2,F2018,2,0,3,3
Jokiniemi,49.5,182991,3697,2019,1,1,C2013,2,0,1,6
Martinlaakso,46.0,196910,4281,2018,1,1,C,2,0,5,5
Viertola,54.5,195500,3587,1985,0,1,E2013,2,1,1,2
Hakunila,48.0,100000,2083,1971,1,1,F2013,2,0,5,6
Viertola,43.5,209500,4816,2012,1,1,C2013,2,1,2,7
Tikkurila,55.5,164000,2955,1989,1,2,D2007,2,1,3,4
Martinlaakso,61.0,130000,2131,1975,1,1,E,2,1,5,5
Kivistö,39.0,189873,4869,2019,1,1,C2018,2,0,3,3
